instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_category,day_name
2119,2011-04-03,Musim Panas,0,4,3,0,0,Hari Libur,Cerah,0.3,0.3333,0.61,0.0,3,8,11,Malam,Minggu
2120,2011-04-03,Musim Panas,0,4,4,0,0,Hari Libur,Cerah,0.28,0.303,0.7,0.0896,3,0,3,Malam,Minggu
2121,2011-04-03,Musim Panas,0,4,5,0,0,Hari Libur,Cerah,0.28,0.2727,0.65,0.2239,1,4,5,Pagi,Minggu
2122,2011-04-03,Musim Panas,0,4,6,0,0,Hari Libur,Cerah,0.28,0.2727,0.65,0.194,10,23,33,Pagi,Minggu
2123,2011-04-03,Musim Panas,0,4,7,0,0,Hari Libur,Cerah,0.32,0.303,0.57,0.2239,13,20,33,Pagi,Minggu
2124,2011-04-03,Musim Panas,0,4,8,0,0,Hari Libur,Cerah,0.34,0.3333,0.57,0.1642,18,44,62,Pagi,Minggu
2125,2011-04-03,Musim Panas,0,4,9,0,0,Hari Libur,Cerah,0.36,0.3182,0.5,0.4925,68,74,142,Pagi,Minggu
2126,2011-04-03,Musim Panas,0,4,10,0,0,Hari Libur,Cerah,0.4,0.4091,0.43,0.4179,111,104,215,Pagi,Minggu
2127,2011-04-03,Musim Panas,0,4,11,0,0,Hari Libur,Cerah,0.42,0.4242,0.41,0.2537,139,104,243,Pagi,Minggu
2128,2011-04-03,Musim Panas,0,4,12,0,0,Hari Libur,Cerah,0.44,0.4394,0.38,0.2836,166,147,313,Siang,Minggu
2129,2011-04-03,Musim Panas,0,4,13,0,0,Hari Libur,Cerah,0.44,0.4394,0.33,0.2985,219,148,367,Siang,Minggu
2130,2011-04-03,Musim Panas,0,4,14,0,0,Hari Libur,Cerah,0.46,0.4545,0.31,0.1343,240,109,349,Siang,Minggu
2131,2011-04-03,Musim Panas,0,4,15,0,0,Hari Libur,Berawan,0.46,0.4545,0.33,0.0,174,118,292,Siang,Minggu
2132,2011-04-03,Musim Panas,0,4,16,0,0,Hari Libur,Berawan,0.46,0.4545,0.31,0.194,147,156,303,Siang,Minggu
2133,2011-04-03,Musim Panas,0,4,17,0,0,Hari Libur,Berawan,0.46,0.4545,0.28,0.1343,148,126,274,Sore,Minggu
2134,2011-04-03,Musim Panas,0,4,18,0,0,Hari Libur,Berawan,0.46,0.4545,0.31,0.0,71,101,172,Sore,Minggu
2135,2011-04-03,Musim Panas,0,4,19,0,0,Hari Libur,Berawan,0.42,0.4242,0.44,0.194,51,93,144,Sore,Minggu
2136,2011-04-03,Musim Panas,0,4,20,0,0,Hari Libur,Hujan ringan,0.42,0.4242,0.41,0.2239,24,55,79,Sore,Minggu
2137,2011-04-03,Musim Panas,0,4,21,0,0,Hari Libur,Berawan,0.42,0.4242,0.44,0.2239,8,37,45,Malam,Minggu
2138,2011-04-03,Musim Panas,0,4,22,0,0,Hari Libur,Cerah,0.4,0.4091,0.43,0.1045,7,29,36,Malam,Minggu
2139,2011-04-03,Musim Panas,0,4,23,0,0,Hari Libur,Cerah,0.4,0.4091,0.5,0.0896,9,22,31,Malam,Minggu
2140,2011-04-04,Musim Panas,0,4,0,0,1,Hari Kerja,Cerah,0.4,0.4091,0.5,0.2239,1,5,6,Malam,Senin
2141,2011-04-04,Musim Panas,0,4,1,0,1,Hari Kerja,Cerah,0.4,0.4091,0.56,0.3582,7,4,11,Malam,Senin
2142,2011-04-04,Musim Panas,0,4,2,0,1,Hari Kerja,Cerah,0.38,0.3939,0.66,0.2537,1,1,2,Malam,Senin
2143,2011-04-04,Musim Panas,0,4,3,0,1,Hari Kerja,Cerah,0.38,0.3939,0.66,0.2836,1,0,1,Malam,Senin
2144,2011-04-04,Musim Panas,0,4,4,0,1,Hari Kerja,Cerah,0.38,0.3939,0.71,0.2985,1,1,2,Malam,Senin
2145,2011-04-04,Musim Panas,0,4,5,0,1,Hari Kerja,Cerah,0.4,0.4091,0.62,0.2537,0,7,7,Pagi,Senin
2146,2011-04-04,Musim Panas,0,4,6,0,1,Hari Kerja,Cerah,0.42,0.4242,0.58,0.2836,3,43,46,Pagi,Senin
2147,2011-04-04,Musim Panas,0,4,7,0,1,Hari Kerja,Berawan,0.44,0.4394,0.54,0.2537,7,150,157,Pagi,Senin
2148,2011-04-04,Musim Panas,0,4,8,0,1,Hari Kerja,Berawan,0.46,0.4545,0.55,0.2985,31,308,339,Pagi,Senin
2149,2011-04-04,Musim Panas,0,4,9,0,1,Hari Kerja,Berawan,0.5,0.4848,0.51,0.3881,24,134,158,Pagi,Senin
2150,2011-04-04,Musim Panas,0,4,10,0,1,Hari Kerja,Berawan,0.54,0.5152,0.45,0.3582,35,55,90,Pagi,Senin
2151,2011-04-04,Musim Panas,0,4,11,0,1,Hari Kerja,Cerah,0.6,0.6212,0.4,0.3881,58,66,124,Pagi,Senin
2152,2011-04-04,Musim Panas,0,4,12,0,1,Hari Kerja,Cerah,0.64,0.6212,0.36,0.4627,59,98,157,Siang,Senin
2153,2011-04-04,Musim Panas,0,4,13,0,1,Hari Kerja,Cerah,0.68,0.6364,0.34,0.3284,47,92,139,Siang,Senin
2154,2011-04-04,Musim Panas,0,4,14,0,1,Hari Kerja,Berawan,0.74,0.6515,0.27,0.4925,47,76,123,Siang,Senin
2155,2011-04-04,Musim Panas,0,4,15,0,1,Hari Kerja,Cerah,0.76,0.6667,0.23,0.5522,47,96,143,Siang,Senin
2156,2011-04-04,Musim Panas,0,4,16,0,1,Hari Kerja,Cerah,0.76,0.6515,0.22,0.5224,59,130,189,Siang,Senin
2157,2011-04-04,Musim Panas,0,4,17,0,1,Hari Kerja,Cerah,0.74,0.6515,0.23,0.6119,83,283,366,Sore,Senin
2158,2011-04-04,Musim Panas,0,4,18,0,1,Hari Kerja,Berawan,0.72,0.6364,0.23,0.4925,78,308,386,Sore,Senin
2159,2011-04-04,Musim Panas,0,4,19,0,1,Hari Kerja,Cerah,0.7,0.6364,0.24,0.4627,51,227,278,Sore,Senin
2160,2011-04-04,Musim Panas,0,4,20,0,1,Hari Kerja,Berawan,0.7,0.6364,0.24,0.5522,40,133,173,Sore,Senin
2161,2011-04-04,Musim Panas,0,4,21,0,1,Hari Kerja,Berawan,0.7,0.6364,0.3,0.4478,19,76,95,Malam,Senin
2162,2011-04-04,Musim Panas,0,4,22,0,1,Hari Kerja,Berawan,0.68,0.6364,0.36,0.4627,17,58,75,Malam,Senin
2163,2011-04-04,Musim Panas,0,4,23,0,1,Hari Kerja,Berawan,0.64,0.6212,0.47,0.2239,18,30,48,Malam,Senin
2164,2011-04-05,Musim Panas,0,4,0,0,2,Hari Kerja,Cerah,0.62,0.6212,0.5,0.1045,10,12,22,Malam,Selasa
2165,2011-04-05,Musim Panas,0,4,1,0,2,Hari Kerja,Hujan ringan,0.62,0.6212,0.57,0.4179,10,5,15,Malam,Selasa
2166,2011-04-05,Musim Panas,0,4,2,0,2,Hari Kerja,Berawan,0.54,0.5152,0.73,0.3284,0,5,5,Malam,Selasa
2167,2011-04-05,Musim Panas,0,4,3,0,2,Hari Kerja,Berawan,0.54,0.5152,0.73,0.3284,1,3,4,Malam,Selasa
2168,2011-04-05,Musim Panas,0,4,4,0,2,Hari Kerja,Hujan ringan,0.5,0.4848,0.88,0.4925,0,2,2,Malam,Selasa
2169,2011-04-05,Musim Panas,0,4,5,0,2,Hari Kerja,Hujan ringan,0.46,0.4545,0.94,0.2985,0,5,5,Pagi,Selasa
2170,2011-04-05,Musim Panas,0,4,6,0,2,Hari Kerja,Berawan,0.48,0.4697,0.88,0.3284,2,36,38,Pagi,Selasa
2171,2011-04-05,Musim Panas,0,4,7,0,2,Hari Kerja,Berawan,0.48,0.4697,0.88,0.3284,10,124,134,Pagi,Selasa
2172,2011-04-05,Musim Panas,0,4,8,0,2,Hari Kerja,Hujan ringan,0.38,0.3939,0.87,0.5821,9,148,157,Pagi,Selasa
2173,2011-04-05,Musim Panas,0,4,9,0,2,Hari Kerja,Hujan ringan,0.36,0.3182,0.87,0.4925,2,44,46,Pagi,Selasa
2174,2011-04-05,Musim Panas,0,4,10,0,2,Hari Kerja,Hujan ringan,0.34,0.303,0.81,0.3881,3,25,28,Pagi,Selasa
2175,2011-04-05,Musim Panas,0,4,11,0,2,Hari Kerja,Hujan ringan,0.32,0.2879,0.81,0.4478,1,18,19,Pagi,Selasa
2176,2011-04-05,Musim Panas,0,4,12,0,2,Hari Kerja,Berawan,0.34,0.303,0.71,0.3881,6,32,38,Siang,Selasa
2177,2011-04-05,Musim Panas,0,4,13,0,2,Hari Kerja,Berawan,0.36,0.3333,0.63,0.4179,5,51,56,Siang,Selasa
2178,2011-04-05,Musim Panas,0,4,14,0,2,Hari Kerja,Berawan,0.36,0.3182,0.57,0.4925,9,67,76,Siang,Selasa
2179,2011-04-05,Musim Panas,0,4,15,0,2,Hari Kerja,Cerah,0.4,0.4091,0.46,0.4627,6,62,68,Siang,Selasa
2180,2011-04-05,Musim Panas,0,4,16,0,2,Hari Kerja,Cerah,0.38,0.3939,0.46,0.4179,17,113,130,Siang,Selasa
2181,2011-04-05,Musim Panas,0,4,17,0,2,Hari Kerja,Cerah,0.42,0.4242,0.38,0.4179,27,246,273,Sore,Selasa
2182,2011-04-05,Musim Panas,0,4,18,0,2,Hari Kerja,Cerah,0.38,0.3939,0.4,0.4925,19,248,267,Sore,Selasa
2183,2011-04-05,Musim Panas,0,4,19,0,2,Hari Kerja,Cerah,0.36,0.3333,0.43,0.2985,12,148,160,Sore,Selasa
2184,2011-04-05,Musim Panas,0,4,20,0,2,Hari Kerja,Cerah,0.34,0.3182,0.46,0.2836,4,87,91,Sore,Selasa
2185,2011-04-05,Musim Panas,0,4,21,0,2,Hari Kerja,Cerah,0.34,0.2879,0.46,0.5224,8,81,89,Malam,Selasa
2186,2011-04-05,Musim Panas,0,4,22,0,2,Hari Kerja,Cerah,0.32,0.303,0.49,0.2985,3,43,46,Malam,Selasa
2187,2011-04-05,Musim Panas,0,4,23,0,2,Hari Kerja,Cerah,0.3,0.2879,0.49,0.2836,3,23,26,Malam,Selasa
2188,2011-04-06,Musim Panas,0,4,0,0,3,Hari Kerja,Cerah,0.3,0.3182,0.49,0.1045,0,15,15,Malam,Rabu
2189,2011-04-06,Musim Panas,0,4,1,0,3,Hari Kerja,Cerah,0.26,0.2727,0.6,0.1343,0,2,2,Malam,Rabu
2190,2011-04-06,Musim Panas,0,4,2,0,3,Hari Kerja,Cerah,0.24,0.2424,0.7,0.1343,0,5,5,Malam,Rabu
2191,2011-04-06,Musim Panas,0,4,3,0,3,Hari Kerja,Cerah,0.26,0.2727,0.6,0.1343,0,4,4,Malam,Rabu
2192,2011-04-06,Musim Panas,0,4,4,0,3,Hari Kerja,Cerah,0.24,0.2424,0.65,0.1343,0,1,1,Malam,Rabu
2193,2011-04-06,Musim Panas,0,4,5,0,3,Hari Kerja,Cerah,0.24,0.2576,0.7,0.1045,1,12,13,Pagi,Rabu
2194,2011-04-06,Musim Panas,0,4,6,0,3,Hari Kerja,Cerah,0.24,0.2576,0.7,0.1045,4,52,56,Pagi,Rabu
2195,2011-04-06,Musim Panas,0,4,7,0,3,Hari Kerja,Cerah,0.26,0.2727,0.65,0.1045,3,130,133,Pagi,Rabu
2196,2011-04-06,Musim Panas,0,4,8,0,3,Hari Kerja,Cerah,0.32,0.303,0.61,0.2239,17,308,325,Pagi,Rabu
2197,2011-04-06,Musim Panas,0,4,9,0,3,Hari Kerja,Cerah,0.36,0.3333,0.46,0.2537,8,157,165,Pagi,Rabu
2198,2011-04-06,Musim Panas,0,4,10,0,3,Hari Kerja,Cerah,0.4,0.4091,0.37,0.3881,21,48,69,Pagi,Rabu
2199,2011-04-06,Musim Panas,0,4,11,0,3,Hari Kerja,Cerah,0.42,0.4242,0.38,0.3881,23,70,93,Pagi,Rabu
2200,2011-04-06,Musim Panas,0,4,12,0,3,Hari Kerja,Cerah,0.44,0.4394,0.41,0.2537,22,112,134,Siang,Rabu
2201,2011-04-06,Musim Panas,0,4,13,0,3,Hari Kerja,Cerah,0.46,0.4545,0.38,0.4925,29,83,112,Siang,Rabu
2202,2011-04-06,Musim Panas,0,4,14,0,3,Hari Kerja,Cerah,0.5,0.4848,0.34,0.4179,35,80,115,Siang,Rabu
2203,2011-04-06,Musim Panas,0,4,15,0,3,Hari Kerja,Cerah,0.52,0.5,0.32,0.3284,34,83,117,Siang,Rabu
2204,2011-04-06,Musim Panas,0,4,16,0,3,Hari Kerja,Cerah,0.54,0.5152,0.28,0.4179,27,142,169,Siang,Rabu
2205,2011-04-06,Musim Panas,0,4,17,0,3,Hari Kerja,Cerah,0.52,0.5,0.32,0.4478,53,303,356,Sore,Rabu
2206,2011-04-06,Musim Panas,0,4,18,0,3,Hari Kerja,Cerah,0.52,0.5,0.29,0.3582,43,282,325,Sore,Rabu
2207,2011-04-06,Musim Panas,0,4,19,0,3,Hari Kerja,Cerah,0.5,0.4848,0.31,0.2985,36,196,232,Sore,Rabu
2208,2011-04-06,Musim Panas,0,4,20,0,3,Hari Kerja,Cerah,0.46,0.4545,0.51,0.2239,15,126,141,Sore,Rabu
2209,2011-04-06,Musim Panas,0,4,21,0,3,Hari Kerja,Cerah,0.46,0.4545,0.41,0.2836,18,84,102,Malam,Rabu
2210,2011-04-06,Musim Panas,0,4,22,0,3,Hari Kerja,Cerah,0.46,0.4545,0.41,0.2836,13,71,84,Malam,Rabu
2211,2011-04-06,Musim Panas,0,4,23,0,3,Hari Kerja,Cerah,0.46,0.4545,0.41,0.2985,11,29,40,Malam,Rabu
2212,2011-04-07,Musim Panas,0,4,0,0,4,Hari Kerja,Cerah,0.46,0.4545,0.41,0.2836,5,15,20,Malam,Kamis
2213,2011-04-07,Musim Panas,0,4,1,0,4,Hari Kerja,Cerah,0.42,0.4242,0.47,0.1343,2,11,13,Malam,Kamis
2214,2011-04-07,Musim Panas,0,4,2,0,4,Hari Kerja,Cerah,0.42,0.4242,0.54,0.0,0,7,7,Malam,Kamis
2215,2011-04-07,Musim Panas,0,4,3,0,4,Hari Kerja,Cerah,0.36,0.3485,0.66,0.194,0,3,3,Malam,Kamis
2216,2011-04-07,Musim Panas,0,4,4,0,4,Hari Kerja,Cerah,0.34,0.3333,0.76,0.194,0,1,1,Malam,Kamis
2217,2011-04-07,Musim Panas,0,4,5,0,4,Hari Kerja,Cerah,0.34,0.3182,0.76,0.2239,0,6,6,Pagi,Kamis
2218,2011-04-07,Musim Panas,0,4,6,0,4,Hari Kerja,Cerah,0.32,0.303,0.81,0.2537,5,59,64,Pagi,Kamis
2219,2011-04-07,Musim Panas,0,4,7,0,4,Hari Kerja,Berawan,0.34,0.3333,0.76,0.1642,8,152,160,Pagi,Kamis
2220,2011-04-07,Musim Panas,0,4,8,0,4,Hari Kerja,Cerah,0.36,0.3485,0.76,0.194,23,291,314,Pagi,Kamis
2221,2011-04-07,Musim Panas,0,4,9,0,4,Hari Kerja,Berawan,0.4,0.4091,0.66,0.1343,15,155,170,Pagi,Kamis
2222,2011-04-07,Musim Panas,0,4,10,0,4,Hari Kerja,Berawan,0.42,0.4242,0.67,0.1045,29,66,95,Pagi,Kamis
2223,2011-04-07,Musim Panas,0,4,11,0,4,Hari Kerja,Berawan,0.46,0.4545,0.55,0.0,36,86,122,Pagi,Kamis
2224,2011-04-07,Musim Panas,0,4,12,0,4,Hari Kerja,Berawan,0.46,0.4545,0.55,0.0,39,114,153,Siang,Kamis
2225,2011-04-07,Musim Panas,0,4,13,0,4,Hari Kerja,Berawan,0.52,0.5,0.48,0.0896,36,99,135,Siang,Kamis
2226,2011-04-07,Musim Panas,0,4,14,0,4,Hari Kerja,Cerah,0.56,0.5303,0.43,0.0896,46,111,157,Siang,Kamis
2227,2011-04-07,Musim Panas,0,4,15,0,4,Hari Kerja,Cerah,0.6,0.6212,0.38,0.1045,27,133,160,Siang,Kamis
2228,2011-04-07,Musim Panas,0,4,16,0,4,Hari Kerja,Cerah,0.6,0.6212,0.35,0.0,52,161,213,Siang,Kamis
2229,2011-04-07,Musim Panas,0,4,17,0,4,Hari Kerja,Cerah,0.52,0.5,0.52,0.2836,63,280,343,Sore,Kamis
2230,2011-04-07,Musim Panas,0,4,18,0,4,Hari Kerja,Cerah,0.48,0.4697,0.55,0.2537,68,265,333,Sore,Kamis
2231,2011-04-07,Musim Panas,0,4,19,0,4,Hari Kerja,Cerah,0.46,0.4545,0.59,0.2985,34,192,226,Sore,Kamis
2232,2011-04-07,Musim Panas,0,4,20,0,4,Hari Kerja,Cerah,0.44,0.4394,0.62,0.1642,37,166,203,Sore,Kamis
2233,2011-04-07,Musim Panas,0,4,21,0,4,Hari Kerja,Berawan,0.44,0.4394,0.67,0.2836,19,89,108,Malam,Kamis
2234,2011-04-07,Musim Panas,0,4,22,0,4,Hari Kerja,Berawan,0.4,0.4091,0.76,0.194,18,63,81,Malam,Kamis
2235,2011-04-07,Musim Panas,0,4,23,0,4,Hari Kerja,Cerah,0.38,0.3939,0.76,0.2537,9,45,54,Malam,Kamis
2236,2011-04-08,Musim Panas,0,4,0,0,5,Hari Kerja,Berawan,0.36,0.3485,0.76,0.2239,4,21,25,Malam,Jumat
2237,2011-04-08,Musim Panas,0,4,1,0,5,Hari Kerja,Berawan,0.34,0.3333,0.76,0.1343,3,6,9,Malam,Jumat
2238,2011-04-08,Musim Panas,0,4,2,0,5,Hari Kerja,Hujan ringan,0.34,0.3333,0.76,0.1642,3,10,13,Malam,Jumat
2239,2011-04-08,Musim Panas,0,4,3,0,5,Hari Kerja,Hujan ringan,0.34,0.3333,0.76,0.1642,0,1,1,Malam,Jumat
2240,2011-04-08,Musim Panas,0,4,4,0,5,Hari Kerja,Berawan,0.34,0.3333,0.86,0.1343,0,1,1,Malam,Jumat
2241,2011-04-08,Musim Panas,0,4,5,0,5,Hari Kerja,Berawan,0.32,0.3182,0.87,0.194,1,8,9,Pagi,Jumat
2242,2011-04-08,Musim Panas,0,4,6,0,5,Hari Kerja,Berawan,0.34,0.3636,0.87,0.0,2,33,35,Pagi,Jumat
2243,2011-04-08,Musim Panas,0,4,7,0,5,Hari Kerja,Hujan ringan,0.34,0.3333,0.87,0.1642,4,109,113,Pagi,Jumat
2244,2011-04-08,Musim Panas,0,4,8,0,5,Hari Kerja,Hujan ringan,0.34,0.3333,0.87,0.1642,13,208,221,Pagi,Jumat
2245,2011-04-08,Musim Panas,0,4,9,0,5,Hari Kerja,Berawan,0.36,0.3485,0.76,0.194,17,168,185,Pagi,Jumat
2246,2011-04-08,Musim Panas,0,4,10,0,5,Hari Kerja,Berawan,0.36,0.3333,0.71,0.2836,10,63,73,Pagi,Jumat
2247,2011-04-08,Musim Panas,0,4,11,0,5,Hari Kerja,Berawan,0.4,0.4091,0.62,0.3881,19,79,98,Pagi,Jumat
2248,2011-04-08,Musim Panas,0,4,12,0,5,Hari Kerja,Hujan ringan,0.38,0.3939,0.66,0.2239,29,51,80,Siang,Jumat
2249,2011-04-08,Musim Panas,0,4,13,0,5,Hari Kerja,Hujan ringan,0.36,0.3333,0.76,0.2836,7,35,42,Siang,Jumat
2250,2011-04-08,Musim Panas,0,4,14,0,5,Hari Kerja,Hujan ringan,0.34,0.3182,0.87,0.2239,2,13,15,Siang,Jumat
2251,2011-04-08,Musim Panas,0,4,15,0,5,Hari Kerja,Hujan ringan,0.34,0.3182,0.87,0.2239,1,24,25,Siang,Jumat
2252,2011-04-08,Musim Panas,0,4,16,0,5,Hari Kerja,Berawan,0.32,0.303,0.93,0.2537,2,58,60,Siang,Jumat
2253,2011-04-08,Musim Panas,0,4,17,0,5,Hari Kerja,Hujan ringan,0.32,0.303,0.93,0.2537,10,138,148,Sore,Jumat
2254,2011-04-08,Musim Panas,0,4,18,0,5,Hari Kerja,Hujan ringan,0.32,0.303,0.93,0.2537,8,54,62,Sore,Jumat
2255,2011-04-08,Musim Panas,0,4,19,0,5,Hari Kerja,Hujan ringan,0.3,0.2727,0.93,0.4179,1,52,53,Sore,Jumat
2256,2011-04-08,Musim Panas,0,4,20,0,5,Hari Kerja,Berawan,0.3,0.2727,0.93,0.3284,12,51,63,Sore,Jumat
2257,2011-04-08,Musim Panas,0,4,21,0,5,Hari Kerja,Berawan,0.3,0.2879,0.93,0.2537,11,43,54,Malam,Jumat
2258,2011-04-08,Musim Panas,0,4,22,0,5,Hari Kerja,Berawan,0.3,0.2727,0.93,0.2985,9,42,51,Malam,Jumat
2259,2011-04-08,Musim Panas,0,4,23,0,5,Hari Kerja,Berawan,0.3,0.2879,0.93,0.2239,4,31,35,Malam,Jumat
2260,2011-04-09,Musim Panas,0,4,0,0,6,Hari Libur,Berawan,0.3,0.2879,0.87,0.2239,5,26,31,Malam,Sabtu
2261,2011-04-09,Musim Panas,0,4,1,0,6,Hari Libur,Berawan,0.3,0.303,0.87,0.1343,3,17,20,Malam,Sabtu
2262,2011-04-09,Musim Panas,0,4,2,0,6,Hari Libur,Berawan,0.32,0.303,0.87,0.2239,2,15,17,Malam,Sabtu
2263,2011-04-09,Musim Panas,0,4,3,0,6,Hari Libur,Hujan ringan,0.3,0.2879,1.0,0.2537,3,11,14,Malam,Sabtu
2264,2011-04-09,Musim Panas,0,4,4,0,6,Hari Libur,Hujan ringan,0.3,0.2727,1.0,0.2537,0,3,3,Malam,Sabtu
2265,2011-04-09,Musim Panas,0,4,5,0,6,Hari Libur,Berawan,0.3,0.2879,0.93,0.2239,0,5,5,Pagi,Sabtu
2266,2011-04-09,Musim Panas,0,4,6,0,6,Hari Libur,Berawan,0.3,0.2879,0.93,0.194,0,13,13,Pagi,Sabtu
2267,2011-04-09,Musim Panas,0,4,7,0,6,Hari Libur,Berawan,0.3,0.303,0.93,0.1642,8,13,21,Pagi,Sabtu
2268,2011-04-09,Musim Panas,0,4,8,0,6,Hari Libur,Berawan,0.32,0.303,0.93,0.1642,7,47,54,Pagi,Sabtu
2269,2011-04-09,Musim Panas,0,4,9,0,6,Hari Libur,Berawan,0.34,0.3485,0.87,0.1045,27,71,98,Pagi,Sabtu
2270,2011-04-09,Musim Panas,0,4,10,0,6,Hari Libur,Berawan,0.34,0.3333,0.87,0.1343,43,90,133,Pagi,Sabtu
2271,2011-04-09,Musim Panas,0,4,11,0,6,Hari Libur,Berawan,0.36,0.3636,0.81,0.0,51,91,142,Pagi,Sabtu
2272,2011-04-09,Musim Panas,0,4,12,0,6,Hari Libur,Berawan,0.36,0.3485,0.81,0.1343,79,123,202,Siang,Sabtu
2273,2011-04-09,Musim Panas,0,4,13,0,6,Hari Libur,Berawan,0.36,0.3788,0.81,0.0,114,108,222,Siang,Sabtu
2274,2011-04-09,Musim Panas,0,4,14,0,6,Hari Libur,Berawan,0.36,0.3485,0.81,0.1343,94,118,212,Siang,Sabtu
2275,2011-04-09,Musim Panas,0,4,15,0,6,Hari Libur,Berawan,0.36,0.3788,0.87,0.0,85,116,201,Siang,Sabtu
2276,2011-04-09,Musim Panas,0,4,16,0,6,Hari Libur,Berawan,0.38,0.3939,0.82,0.0,73,118,191,Siang,Sabtu
2277,2011-04-09,Musim Panas,0,4,17,0,6,Hari Libur,Berawan,0.38,0.3939,0.82,0.0896,128,129,257,Sore,Sabtu
2278,2011-04-09,Musim Panas,0,4,18,0,6,Hari Libur,Berawan,0.38,0.3939,0.82,0.1045,48,129,177,Sore,Sabtu
2279,2011-04-09,Musim Panas,0,4,19,0,6,Hari Libur,Berawan,0.38,0.3939,0.82,0.1343,47,83,130,Sore,Sabtu
2280,2011-04-09,Musim Panas,0,4,20,0,6,Hari Libur,Berawan,0.38,0.3939,0.87,0.1642,19,74,93,Sore,Sabtu
2281,2011-04-09,Musim Panas,0,4,21,0,6,Hari Libur,Berawan,0.36,0.3485,0.93,0.1343,10,65,75,Malam,Sabtu
2282,2011-04-09,Musim Panas,0,4,22,0,6,Hari Libur,Berawan,0.36,0.3485,0.93,0.1343,21,66,87,Malam,Sabtu
2283,2011-04-09,Musim Panas,0,4,23,0,6,Hari Libur,Berawan,0.38,0.3939,0.87,0.0896,12,45,57,Malam,Sabtu
2284,2011-04-10,Musim Panas,0,4,0,0,0,Hari Libur,Berawan,0.38,0.3939,0.87,0.0896,5,48,53,Malam,Minggu
2285,2011-04-10,Musim Panas,0,4,1,0,0,Hari Libur,Berawan,0.38,0.3939,0.87,0.1343,6,31,37,Malam,Minggu
2286,2011-04-10,Musim Panas,0,4,2,0,0,Hari Libur,Berawan,0.38,0.3939,0.87,0.0896,12,24,36,Malam,Minggu
2287,2011-04-10,Musim Panas,0,4,3,0,0,Hari Libur,Berawan,0.38,0.3939,0.87,0.1343,5,11,16,Malam,Minggu
2288,2011-04-10,Musim Panas,0,4,4,0,0,Hari Libur,Berawan,0.36,0.3636,0.93,0.1045,3,2,5,Malam,Minggu
2289,2011-04-10,Musim Panas,0,4,5,0,0,Hari Libur,Berawan,0.36,0.3636,0.93,0.0896,0,4,4,Pagi,Minggu
2290,2011-04-10,Musim Panas,0,4,6,0,0,Hari Libur,Berawan,0.36,0.3636,0.93,0.0896,0,4,4,Pagi,Minggu
2291,2011-04-10,Musim Panas,0,4,7,0,0,Hari Libur,Berawan,0.36,0.3636,1.0,0.0896,3,7,10,Pagi,Minggu
2292,2011-04-10,Musim Panas,0,4,8,0,0,Hari Libur,Berawan,0.38,0.3939,0.94,0.0896,17,38,55,Pagi,Minggu
2293,2011-04-10,Musim Panas,0,4,9,0,0,Hari Libur,Berawan,0.38,0.3939,0.94,0.1343,31,50,81,Pagi,Minggu
2294,2011-04-10,Musim Panas,0,4,10,0,0,Hari Libur,Berawan,0.4,0.4091,0.87,0.0,69,81,150,Pagi,Minggu
2295,2011-04-10,Musim Panas,0,4,11,0,0,Hari Libur,Berawan,0.4,0.4091,0.87,0.1343,93,109,202,Pagi,Minggu
2296,2011-04-10,Musim Panas,0,4,12,0,0,Hari Libur,Berawan,0.42,0.4242,0.88,0.1343,94,136,230,Siang,Minggu
2297,2011-04-10,Musim Panas,0,4,13,0,0,Hari Libur,Cerah,0.46,0.4545,0.82,0.1045,121,142,263,Siang,Minggu
2298,2011-04-10,Musim Panas,0,4,14,0,0,Hari Libur,Cerah,0.5,0.4848,0.72,0.194,148,133,281,Siang,Minggu
2299,2011-04-10,Musim Panas,0,4,15,0,0,Hari Libur,Cerah,0.5,0.4848,0.77,0.2239,156,141,297,Siang,Minggu
2300,2011-04-10,Musim Panas,0,4,16,0,0,Hari Libur,Berawan,0.52,0.5,0.72,0.1642,135,153,288,Siang,Minggu
2301,2011-04-10,Musim Panas,0,4,17,0,0,Hari Libur,Berawan,0.52,0.5,0.72,0.194,84,152,236,Sore,Minggu
2302,2011-04-10,Musim Panas,0,4,18,0,0,Hari Libur,Cerah,0.5,0.4848,0.77,0.194,103,137,240,Sore,Minggu
2303,2011-04-10,Musim Panas,0,4,19,0,0,Hari Libur,Cerah,0.5,0.4848,0.77,0.194,47,84,131,Sore,Minggu
2304,2011-04-10,Musim Panas,0,4,20,0,0,Hari Libur,Cerah,0.46,0.4545,0.82,0.1343,21,71,92,Sore,Minggu
2305,2011-04-10,Musim Panas,0,4,21,0,0,Hari Libur,Cerah,0.44,0.4394,0.88,0.194,18,77,95,Malam,Minggu
2306,2011-04-10,Musim Panas,0,4,22,0,0,Hari Libur,Cerah,0.44,0.4394,0.94,0.2537,12,45,57,Malam,Minggu
2307,2011-04-10,Musim Panas,0,4,23,0,0,Hari Libur,Cerah,0.46,0.4545,0.88,0.3582,5,27,32,Malam,Minggu
2308,2011-04-11,Musim Panas,0,4,0,0,1,Hari Kerja,Cerah,0.48,0.4697,0.88,0.3284,7,16,23,Malam,Senin
